AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Min_Assess_Period_Yrs,Minimum number of data points,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient
AK_R_2040106_001,River/Stream,River,PH,,81,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,PH,,81,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,PH,,81,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,SILVER,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040106_001,River/Stream,River,"TEMPERATURE, WATER",DEG C,28,2,Freshwater,,Water Supply,,,,,,,,No
AK_R_2040106_001,River/Stream,River,"TEMPERATURE, WATER",DEG C,28,2,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2040106_001,River/Stream,River,"TEMPERATURE, WATER",DEG C,28,2,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2040106_001,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,13,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040106_001,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,13,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_R_2040106_001,River/Stream,River,TURBIDITY,FTU,20,2,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
AK_R_2040106_001,River/Stream,River,ZINC,UG/L,20,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,ZINC,UG/L,20,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,ZINC,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,ZINC,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_001,River/Stream,River,ZINC,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,ALUMINUM,UG/L,10,1,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040106_004,River/Stream,River,ALUMINUM,UG/L,10,1,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040106_004,River/Stream,River,ALUMINUM,UG/L,10,1,Freshwater,Total Recoverable,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040106_004,River/Stream,River,ALUMINUM,UG/L,10,1,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040106_004,River/Stream,River,CADMIUM,UG/L,19,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,CADMIUM,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,CADMIUM,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,CADMIUM,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,COPPER,UG/L,19,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,COPPER,UG/L,19,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,COPPER,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,COPPER,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,COPPER,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,24,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,24,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,24,2,Freshwater streams and rivers,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,24,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,ESCHERICHIA COLI,#/100ML,22,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,26,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,26,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,26,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,26,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,LEAD,UG/L,19,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,LEAD,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,LEAD,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,MERCURY,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,MERCURY,UG/L,19,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,MERCURY,UG/L,19,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,MERCURY,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,MERCURY,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,NITRITE,MG/L,9,1,Freshwater,,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2040106_004,River/Stream,River,PH,,72,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,PH,,72,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,PH,,72,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,PH,,72,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,SELENIUM,UG/L,19,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,SELENIUM,UG/L,19,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,SELENIUM,UG/L,19,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,SELENIUM,UG/L,19,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,SELENIUM,UG/L,19,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,"TEMPERATURE, WATER",DEG C,24,2,Freshwater,,Water Supply,,,,,,,,No
AK_R_2040106_004,River/Stream,River,"TEMPERATURE, WATER",DEG C,24,2,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2040106_004,River/Stream,River,"TEMPERATURE, WATER",DEG C,24,2,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2040106_004,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,13,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040106_004,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,13,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_R_2040106_004,River/Stream,River,TURBIDITY,FTU,17,2,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
AK_R_2040106_004,River/Stream,River,ZINC,UG/L,19,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,ZINC,UG/L,19,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,ZINC,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,ZINC,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_004,River/Stream,River,ZINC,UG/L,19,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040106_005,River/Stream,River,ESCHERICHIA COLI,#/100ML,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,12,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040106_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,12,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040106_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,12,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040106_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,12,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_002,River/Stream,River,FECAL COLIFORM,MPN/100ML,22,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_002,River/Stream,River,FECAL COLIFORM,MPN/100ML,22,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_002,River/Stream,River,FECAL COLIFORM,MPN/100ML,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_002,River/Stream,River,FECAL COLIFORM,MPN/100ML,22,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_003_001,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_003_001,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_003_001,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_003_001,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_004,River/Stream,River,ESCHERICHIA COLI,#/100ML,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_004,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_005,River/Stream,River,ESCHERICHIA COLI,#/100ML,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_007,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_007,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040107_007,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040107_007,River/Stream,River,FECAL COLIFORM,MPN/100ML,20,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ALUMINUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ALUMINUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ALUMINUM,UG/L,22,2,Freshwater,Total Recoverable,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ALUMINUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ANTIMONY,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,ANTIMONY,UG/L,12,1,Freshwater,,Human Health,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040108_003,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_003,River/Stream,River,BARIUM,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,BERYLLIUM,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,CADMIUM,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,CADMIUM,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,CADMIUM,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,CADMIUM,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,CHROMIUM,UG/L,12,1,Freshwater,Total,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,COBALT,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,COPPER,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,COPPER,UG/L,22,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,COPPER,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,COPPER,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,COPPER,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,25,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,25,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,25,2,Freshwater streams and rivers,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,25,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ESCHERICHIA COLI,#/100ML,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,FECAL COLIFORM,MPN/100ML,35,3,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,FECAL COLIFORM,MPN/100ML,35,3,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,FECAL COLIFORM,MPN/100ML,35,3,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,FECAL COLIFORM,MPN/100ML,35,3,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,IRON,UG/L,12,1,Freshwater,,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,IRON,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,IRON,UG/L,12,1,Freshwater,,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_003,River/Stream,River,LEAD,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,LEAD,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,LEAD,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,MANGANESE,UG/L,11,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,MANGANESE,UG/L,11,1,Freshwater,,Human Health,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,MANGANESE,UG/L,11,1,Freshwater,,Human Health,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_003,River/Stream,River,MERCURY,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,MERCURY,UG/L,22,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,MERCURY,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,MERCURY,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,MERCURY,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,,Human Health,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040108_003,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_003,River/Stream,River,PH,,81,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,PH,,81,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,PH,,81,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,PH,,81,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,SELENIUM,UG/L,22,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,SILVER,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040108_003,River/Stream,River,"TEMPERATURE, WATER",DEG C,27,2,Freshwater,,Water Supply,,,,,,,,No
AK_R_2040108_003,River/Stream,River,"TEMPERATURE, WATER",DEG C,27,2,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2040108_003,River/Stream,River,"TEMPERATURE, WATER",DEG C,27,2,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2040108_003,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,13,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,13,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_R_2040108_003,River/Stream,River,TURBIDITY,FTU,19,2,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
AK_R_2040108_003,River/Stream,River,ZINC,UG/L,22,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ZINC,UG/L,22,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ZINC,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ZINC,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_003,River/Stream,River,ZINC,UG/L,22,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,30,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,30,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,30,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,30,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ALUMINUM,UG/L,21,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ALUMINUM,UG/L,21,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ALUMINUM,UG/L,21,2,Freshwater,Total Recoverable,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ALUMINUM,UG/L,21,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ANTIMONY,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,ANTIMONY,UG/L,12,1,Freshwater,,Human Health,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
