"AUID_ATTNS","ActivityStartDate","TADA.CharacteristicName","n"
"AK_R_2030214_007",2021-06-08,"POTASSIUM",2
"AK_R_2030214_007",2021-06-08,"SALINITY",2
"AK_R_2030214_007",2021-06-08,"SELENIUM",2
"AK_R_2030214_007",2021-06-08,"SODIUM",2
"AK_R_2030214_007",2021-06-08,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-06-08,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-06-08,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2021-06-08,"TURBIDITY",2
"AK_R_2030214_007",2021-06-08,"ZINC",2
"AK_R_2030214_007",2021-06-22,"ALUMINUM",2
"AK_R_2030214_007",2021-06-22,"CADMIUM",2
"AK_R_2030214_007",2021-06-22,"CALCIUM",4
"AK_R_2030214_007",2021-06-22,"COPPER",4
"AK_R_2030214_007",2021-06-22,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2021-06-22,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2021-06-22,"LEAD",2
"AK_R_2030214_007",2021-06-22,"MAGNESIUM",4
"AK_R_2030214_007",2021-06-22,"ORGANIC CARBON",2
"AK_R_2030214_007",2021-06-22,"PH",6
"AK_R_2030214_007",2021-06-22,"POTASSIUM",2
"AK_R_2030214_007",2021-06-22,"SALINITY",2
"AK_R_2030214_007",2021-06-22,"SELENIUM",2
"AK_R_2030214_007",2021-06-22,"SODIUM",2
"AK_R_2030214_007",2021-06-22,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-06-22,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-06-22,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2021-06-22,"TURBIDITY",2
"AK_R_2030214_007",2021-06-22,"ZINC",2
"AK_R_2030214_007",2021-07-07,"ALUMINUM",2
"AK_R_2030214_007",2021-07-07,"CADMIUM",2
"AK_R_2030214_007",2021-07-07,"CALCIUM",4
"AK_R_2030214_007",2021-07-07,"COPPER",2
"AK_R_2030214_007",2021-07-07,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2021-07-07,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2021-07-07,"LEAD",2
"AK_R_2030214_007",2021-07-07,"MAGNESIUM",4
"AK_R_2030214_007",2021-07-07,"ORGANIC CARBON",2
"AK_R_2030214_007",2021-07-07,"PH",6
"AK_R_2030214_007",2021-07-07,"POTASSIUM",2
"AK_R_2030214_007",2021-07-07,"SALINITY",2
"AK_R_2030214_007",2021-07-07,"SELENIUM",2
"AK_R_2030214_007",2021-07-07,"SODIUM",2
"AK_R_2030214_007",2021-07-07,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-07-07,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-07-07,"TOTAL DISSOLVED SOLIDS",3
"AK_R_2030214_007",2021-07-07,"TURBIDITY",2
"AK_R_2030214_007",2021-07-07,"ZINC",2
"AK_R_2030214_007",2021-07-20,"ALUMINUM",2
"AK_R_2030214_007",2021-07-20,"CADMIUM",2
"AK_R_2030214_007",2021-07-20,"CALCIUM",4
"AK_R_2030214_007",2021-07-20,"COPPER",4
"AK_R_2030214_007",2021-07-20,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2021-07-20,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2021-07-20,"LEAD",2
"AK_R_2030214_007",2021-07-20,"MAGNESIUM",4
"AK_R_2030214_007",2021-07-20,"ORGANIC CARBON",2
"AK_R_2030214_007",2021-07-20,"PH",6
"AK_R_2030214_007",2021-07-20,"POTASSIUM",2
"AK_R_2030214_007",2021-07-20,"SALINITY",2
"AK_R_2030214_007",2021-07-20,"SELENIUM",2
"AK_R_2030214_007",2021-07-20,"SODIUM",2
"AK_R_2030214_007",2021-07-20,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-07-20,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-07-20,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2021-07-20,"TURBIDITY",2
"AK_R_2030214_007",2021-07-20,"ZINC",2
"AK_R_2030214_007",2021-08-03,"ALUMINUM",2
"AK_R_2030214_007",2021-08-03,"CADMIUM",2
"AK_R_2030214_007",2021-08-03,"CALCIUM",4
"AK_R_2030214_007",2021-08-03,"COPPER",4
"AK_R_2030214_007",2021-08-03,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2021-08-03,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2021-08-03,"LEAD",2
"AK_R_2030214_007",2021-08-03,"MAGNESIUM",4
"AK_R_2030214_007",2021-08-03,"ORGANIC CARBON",2
"AK_R_2030214_007",2021-08-03,"PH",6
"AK_R_2030214_007",2021-08-03,"POTASSIUM",2
"AK_R_2030214_007",2021-08-03,"SALINITY",2
"AK_R_2030214_007",2021-08-03,"SELENIUM",2
"AK_R_2030214_007",2021-08-03,"SODIUM",2
"AK_R_2030214_007",2021-08-03,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-08-03,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-08-03,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2021-08-03,"TURBIDITY",2
"AK_R_2030214_007",2021-08-03,"ZINC",2
"AK_R_2030214_007",2021-08-17,"ALUMINUM",2
"AK_R_2030214_007",2021-08-17,"CADMIUM",2
"AK_R_2030214_007",2021-08-17,"CALCIUM",4
"AK_R_2030214_007",2021-08-17,"COPPER",4
"AK_R_2030214_007",2021-08-17,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2021-08-17,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2021-08-17,"LEAD",2
"AK_R_2030214_007",2021-08-17,"MAGNESIUM",4
"AK_R_2030214_007",2021-08-17,"ORGANIC CARBON",2
"AK_R_2030214_007",2021-08-17,"PH",6
"AK_R_2030214_007",2021-08-17,"POTASSIUM",2
"AK_R_2030214_007",2021-08-17,"SALINITY",2
"AK_R_2030214_007",2021-08-17,"SELENIUM",2
"AK_R_2030214_007",2021-08-17,"SODIUM",2
"AK_R_2030214_007",2021-08-17,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-08-17,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-08-17,"TOTAL DISSOLVED SOLIDS",3
"AK_R_2030214_007",2021-08-17,"TURBIDITY",2
"AK_R_2030214_007",2021-08-17,"ZINC",2
"AK_R_2030214_007",2021-08-31,"ALUMINUM",2
"AK_R_2030214_007",2021-08-31,"CADMIUM",2
"AK_R_2030214_007",2021-08-31,"CALCIUM",4
"AK_R_2030214_007",2021-08-31,"COPPER",4
"AK_R_2030214_007",2021-08-31,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2021-08-31,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2021-08-31,"LEAD",2
"AK_R_2030214_007",2021-08-31,"MAGNESIUM",4
"AK_R_2030214_007",2021-08-31,"ORGANIC CARBON",2
"AK_R_2030214_007",2021-08-31,"PH",6
"AK_R_2030214_007",2021-08-31,"POTASSIUM",2
"AK_R_2030214_007",2021-08-31,"SALINITY",2
"AK_R_2030214_007",2021-08-31,"SELENIUM",2
"AK_R_2030214_007",2021-08-31,"SODIUM",2
"AK_R_2030214_007",2021-08-31,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2021-08-31,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2021-08-31,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2021-08-31,"TURBIDITY",2
"AK_R_2030214_007",2021-08-31,"ZINC",2
"AK_R_2030214_007",2022-04-19,"CALCIUM",2
"AK_R_2030214_007",2022-04-19,"PH",3
"AK_R_2030214_007",2022-04-19,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030214_007",2022-05-17,"ALUMINUM",2
"AK_R_2030214_007",2022-05-17,"CADMIUM",2
"AK_R_2030214_007",2022-05-17,"CALCIUM",4
"AK_R_2030214_007",2022-05-17,"COPPER",4
"AK_R_2030214_007",2022-05-17,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2022-05-17,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2022-05-17,"LEAD",2
"AK_R_2030214_007",2022-05-17,"MAGNESIUM",4
"AK_R_2030214_007",2022-05-17,"PH",6
"AK_R_2030214_007",2022-05-17,"POTASSIUM",2
"AK_R_2030214_007",2022-05-17,"SALINITY",2
"AK_R_2030214_007",2022-05-17,"SELENIUM",2
"AK_R_2030214_007",2022-05-17,"SODIUM",2
"AK_R_2030214_007",2022-05-17,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2022-05-17,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2022-05-17,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2022-05-17,"ZINC",2
"AK_R_2030214_007",2022-06-14,"ALUMINUM",2
"AK_R_2030214_007",2022-06-14,"CADMIUM",2
"AK_R_2030214_007",2022-06-14,"CALCIUM",4
"AK_R_2030214_007",2022-06-14,"COPPER",4
"AK_R_2030214_007",2022-06-14,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2022-06-14,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2022-06-14,"LEAD",2
"AK_R_2030214_007",2022-06-14,"MAGNESIUM",4
"AK_R_2030214_007",2022-06-14,"ORGANIC CARBON",2
"AK_R_2030214_007",2022-06-14,"PH",6
"AK_R_2030214_007",2022-06-14,"POTASSIUM",2
"AK_R_2030214_007",2022-06-14,"SALINITY",2
"AK_R_2030214_007",2022-06-14,"SELENIUM",2
"AK_R_2030214_007",2022-06-14,"SODIUM",2
"AK_R_2030214_007",2022-06-14,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2022-06-14,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2022-06-14,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2022-06-14,"TURBIDITY",2
"AK_R_2030214_007",2022-07-20,"ALUMINUM",2
"AK_R_2030214_007",2022-07-20,"CADMIUM",2
"AK_R_2030214_007",2022-07-20,"CALCIUM",4
"AK_R_2030214_007",2022-07-20,"COPPER",4
"AK_R_2030214_007",2022-07-20,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2022-07-20,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2022-07-20,"LEAD",2
"AK_R_2030214_007",2022-07-20,"MAGNESIUM",4
"AK_R_2030214_007",2022-07-20,"ORGANIC CARBON",2
"AK_R_2030214_007",2022-07-20,"PH",6
"AK_R_2030214_007",2022-07-20,"POTASSIUM",2
"AK_R_2030214_007",2022-07-20,"SALINITY",2
"AK_R_2030214_007",2022-07-20,"SELENIUM",2
"AK_R_2030214_007",2022-07-20,"SODIUM",2
"AK_R_2030214_007",2022-07-20,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2022-07-20,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2022-07-20,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2022-07-20,"TURBIDITY",2
"AK_R_2030214_007",2022-08-17,"ALUMINUM",2
"AK_R_2030214_007",2022-08-17,"CADMIUM",2
"AK_R_2030214_007",2022-08-17,"CALCIUM",4
"AK_R_2030214_007",2022-08-17,"COPPER",4
"AK_R_2030214_007",2022-08-17,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2022-08-17,"HARDNESS, CARBONATE",2
"AK_R_2030214_007",2022-08-17,"LEAD",2
"AK_R_2030214_007",2022-08-17,"MAGNESIUM",4
"AK_R_2030214_007",2022-08-17,"ORGANIC CARBON",2
"AK_R_2030214_007",2022-08-17,"PH",6
"AK_R_2030214_007",2022-08-17,"POTASSIUM",2
"AK_R_2030214_007",2022-08-17,"SALINITY",2
"AK_R_2030214_007",2022-08-17,"SELENIUM",2
"AK_R_2030214_007",2022-08-17,"SODIUM",2
"AK_R_2030214_007",2022-08-17,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2022-08-17,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2022-08-17,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030214_007",2022-08-17,"TURBIDITY",2
"AK_R_2030214_007",2022-08-17,"ZINC",2
"AK_R_2030214_007",2022-09-08,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030214_007",2022-09-08,"PH",6
"AK_R_2030214_007",2022-09-08,"SALINITY",2
"AK_R_2030214_007",2022-09-08,"SPECIFIC CONDUCTANCE",2
"AK_R_2030214_007",2022-09-08,"TEMPERATURE, WATER",2
"AK_R_2030214_007",2022-09-08,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030214_007",2022-09-08,"TURBIDITY",2
"AK_R_2030214_007",2022-11-03,"CALCIUM",2
"AK_R_2030214_007",2022-11-03,"COPPER",2
"AK_R_2030214_007",2022-11-03,"MAGNESIUM",2
"AK_R_2030214_007",2022-11-03,"PH",3
"AK_R_2030218_002_001",2021-05-18,"ALUMINUM",2
"AK_R_2030218_002_001",2021-05-18,"CADMIUM",2
"AK_R_2030218_002_001",2021-05-18,"CALCIUM",2
"AK_R_2030218_002_001",2021-05-18,"COPPER",4
"AK_R_2030218_002_001",2021-05-18,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-05-18,"LEAD",2
"AK_R_2030218_002_001",2021-05-18,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-05-18,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-05-18,"PH",4
"AK_R_2030218_002_001",2021-05-18,"POTASSIUM",2
"AK_R_2030218_002_001",2021-05-18,"SALINITY",2
"AK_R_2030218_002_001",2021-05-18,"SELENIUM",2
"AK_R_2030218_002_001",2021-05-18,"SODIUM",2
"AK_R_2030218_002_001",2021-05-18,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-05-18,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030218_002_001",2021-05-18,"TURBIDITY",2
"AK_R_2030218_002_001",2021-05-18,"ZINC",2
"AK_R_2030218_002_001",2021-05-20,"COPPER",2
"AK_R_2030218_002_001",2021-05-20,"PH",3
"AK_R_2030218_002_001",2021-05-20,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2021-06-07,"ALUMINUM",2
"AK_R_2030218_002_001",2021-06-07,"CADMIUM",2
"AK_R_2030218_002_001",2021-06-07,"CALCIUM",4
"AK_R_2030218_002_001",2021-06-07,"COPPER",4
"AK_R_2030218_002_001",2021-06-07,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-06-07,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-06-07,"LEAD",2
"AK_R_2030218_002_001",2021-06-07,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-06-07,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-06-07,"PH",3
"AK_R_2030218_002_001",2021-06-07,"POTASSIUM",2
"AK_R_2030218_002_001",2021-06-07,"SALINITY",2
"AK_R_2030218_002_001",2021-06-07,"SELENIUM",2
"AK_R_2030218_002_001",2021-06-07,"SODIUM",2
"AK_R_2030218_002_001",2021-06-07,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-06-07,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-06-07,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030218_002_001",2021-06-07,"TURBIDITY",2
"AK_R_2030218_002_001",2021-06-07,"ZINC",2
"AK_R_2030218_002_001",2021-06-08,"CALCIUM",2
"AK_R_2030218_002_001",2021-06-08,"COPPER",2
"AK_R_2030218_002_001",2021-06-08,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-06-09,"PH",3
"AK_R_2030218_002_001",2021-06-21,"CADMIUM",2
"AK_R_2030218_002_001",2021-06-21,"CALCIUM",4
"AK_R_2030218_002_001",2021-06-21,"COPPER",4
"AK_R_2030218_002_001",2021-06-21,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-06-21,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-06-21,"LEAD",2
"AK_R_2030218_002_001",2021-06-21,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-06-21,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-06-21,"PH",6
"AK_R_2030218_002_001",2021-06-21,"POTASSIUM",2
"AK_R_2030218_002_001",2021-06-21,"SALINITY",2
"AK_R_2030218_002_001",2021-06-21,"SELENIUM",2
"AK_R_2030218_002_001",2021-06-21,"SODIUM",2
"AK_R_2030218_002_001",2021-06-21,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-06-21,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-06-21,"TOTAL DISSOLVED SOLIDS",3
"AK_R_2030218_002_001",2021-06-21,"TURBIDITY",2
"AK_R_2030218_002_001",2021-06-22,"CALCIUM",2
"AK_R_2030218_002_001",2021-06-22,"COPPER",2
"AK_R_2030218_002_001",2021-06-22,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-06-22,"PH",3
"AK_R_2030218_002_001",2021-06-22,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2021-07-06,"CADMIUM",2
"AK_R_2030218_002_001",2021-07-06,"CALCIUM",4
"AK_R_2030218_002_001",2021-07-06,"COPPER",4
"AK_R_2030218_002_001",2021-07-06,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-07-06,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-07-06,"LEAD",2
"AK_R_2030218_002_001",2021-07-06,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-07-06,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-07-06,"PH",6
"AK_R_2030218_002_001",2021-07-06,"POTASSIUM",2
"AK_R_2030218_002_001",2021-07-06,"SALINITY",2
"AK_R_2030218_002_001",2021-07-06,"SELENIUM",2
"AK_R_2030218_002_001",2021-07-06,"SODIUM",2
"AK_R_2030218_002_001",2021-07-06,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-07-06,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-07-06,"TOTAL DISSOLVED SOLIDS",3
"AK_R_2030218_002_001",2021-07-06,"TURBIDITY",2
"AK_R_2030218_002_001",2021-07-06,"ZINC",2
"AK_R_2030218_002_001",2021-07-07,"CALCIUM",2
"AK_R_2030218_002_001",2021-07-07,"COPPER",2
"AK_R_2030218_002_001",2021-07-07,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-07-07,"PH",3
"AK_R_2030218_002_001",2021-07-07,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2021-07-19,"ALUMINUM",2
"AK_R_2030218_002_001",2021-07-19,"CADMIUM",2
"AK_R_2030218_002_001",2021-07-19,"CALCIUM",4
"AK_R_2030218_002_001",2021-07-19,"COPPER",4
"AK_R_2030218_002_001",2021-07-19,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-07-19,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-07-19,"LEAD",2
"AK_R_2030218_002_001",2021-07-19,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-07-19,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-07-19,"PH",6
"AK_R_2030218_002_001",2021-07-19,"POTASSIUM",2
"AK_R_2030218_002_001",2021-07-19,"SALINITY",2
"AK_R_2030218_002_001",2021-07-19,"SELENIUM",2
"AK_R_2030218_002_001",2021-07-19,"SODIUM",2
"AK_R_2030218_002_001",2021-07-19,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-07-19,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-07-19,"TOTAL DISSOLVED SOLIDS",3
"AK_R_2030218_002_001",2021-07-19,"TURBIDITY",2
"AK_R_2030218_002_001",2021-07-19,"ZINC",2
"AK_R_2030218_002_001",2021-07-20,"CALCIUM",2
"AK_R_2030218_002_001",2021-07-20,"COPPER",2
"AK_R_2030218_002_001",2021-07-20,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-07-20,"PH",3
"AK_R_2030218_002_001",2021-08-02,"ALUMINUM",2
"AK_R_2030218_002_001",2021-08-02,"CADMIUM",2
"AK_R_2030218_002_001",2021-08-02,"CALCIUM",4
"AK_R_2030218_002_001",2021-08-02,"COPPER",4
"AK_R_2030218_002_001",2021-08-02,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-08-02,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-08-02,"LEAD",2
"AK_R_2030218_002_001",2021-08-02,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-08-02,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-08-02,"PH",6
"AK_R_2030218_002_001",2021-08-02,"POTASSIUM",2
"AK_R_2030218_002_001",2021-08-02,"SALINITY",2
"AK_R_2030218_002_001",2021-08-02,"SELENIUM",2
"AK_R_2030218_002_001",2021-08-02,"SODIUM",2
"AK_R_2030218_002_001",2021-08-02,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-08-02,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-08-02,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030218_002_001",2021-08-02,"TURBIDITY",2
"AK_R_2030218_002_001",2021-08-02,"ZINC",2
"AK_R_2030218_002_001",2021-08-03,"CALCIUM",2
"AK_R_2030218_002_001",2021-08-03,"COPPER",2
"AK_R_2030218_002_001",2021-08-03,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-08-03,"PH",3
"AK_R_2030218_002_001",2021-08-03,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2021-08-16,"ALUMINUM",2
"AK_R_2030218_002_001",2021-08-16,"CADMIUM",2
"AK_R_2030218_002_001",2021-08-16,"CALCIUM",4
"AK_R_2030218_002_001",2021-08-16,"COPPER",4
"AK_R_2030218_002_001",2021-08-16,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-08-16,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-08-16,"LEAD",2
"AK_R_2030218_002_001",2021-08-16,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-08-16,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-08-16,"PH",6
"AK_R_2030218_002_001",2021-08-16,"POTASSIUM",2
"AK_R_2030218_002_001",2021-08-16,"SALINITY",2
"AK_R_2030218_002_001",2021-08-16,"SELENIUM",2
"AK_R_2030218_002_001",2021-08-16,"SODIUM",2
"AK_R_2030218_002_001",2021-08-16,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-08-16,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-08-16,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030218_002_001",2021-08-16,"TURBIDITY",2
"AK_R_2030218_002_001",2021-08-16,"ZINC",2
"AK_R_2030218_002_001",2021-08-17,"CALCIUM",2
"AK_R_2030218_002_001",2021-08-17,"COPPER",2
"AK_R_2030218_002_001",2021-08-17,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-08-17,"PH",3
"AK_R_2030218_002_001",2021-08-30,"ALUMINUM",2
"AK_R_2030218_002_001",2021-08-30,"CADMIUM",2
"AK_R_2030218_002_001",2021-08-30,"CALCIUM",4
"AK_R_2030218_002_001",2021-08-30,"COPPER",3
"AK_R_2030218_002_001",2021-08-30,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2021-08-30,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2021-08-30,"LEAD",2
"AK_R_2030218_002_001",2021-08-30,"MAGNESIUM",4
"AK_R_2030218_002_001",2021-08-30,"ORGANIC CARBON",2
"AK_R_2030218_002_001",2021-08-30,"PH",6
"AK_R_2030218_002_001",2021-08-30,"POTASSIUM",2
"AK_R_2030218_002_001",2021-08-30,"SALINITY",2
"AK_R_2030218_002_001",2021-08-30,"SELENIUM",2
"AK_R_2030218_002_001",2021-08-30,"SODIUM",2
"AK_R_2030218_002_001",2021-08-30,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2021-08-30,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2021-08-30,"TOTAL DISSOLVED SOLIDS",4
"AK_R_2030218_002_001",2021-08-30,"TURBIDITY",2
"AK_R_2030218_002_001",2021-08-30,"ZINC",2
"AK_R_2030218_002_001",2021-08-31,"CALCIUM",2
"AK_R_2030218_002_001",2021-08-31,"COPPER",2
"AK_R_2030218_002_001",2021-08-31,"MAGNESIUM",2
"AK_R_2030218_002_001",2021-08-31,"PH",3
"AK_R_2030218_002_001",2021-08-31,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2022-04-19,"CALCIUM",2
"AK_R_2030218_002_001",2022-04-19,"MAGNESIUM",2
"AK_R_2030218_002_001",2022-04-19,"PH",3
"AK_R_2030218_002_001",2022-04-19,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2022-05-16,"CADMIUM",2
"AK_R_2030218_002_001",2022-05-16,"CALCIUM",4
"AK_R_2030218_002_001",2022-05-16,"COPPER",3
"AK_R_2030218_002_001",2022-05-16,"DISSOLVED OXYGEN (DO)",2
"AK_R_2030218_002_001",2022-05-16,"HARDNESS, CARBONATE",2
"AK_R_2030218_002_001",2022-05-16,"LEAD",2
"AK_R_2030218_002_001",2022-05-16,"MAGNESIUM",4
"AK_R_2030218_002_001",2022-05-16,"PH",6
"AK_R_2030218_002_001",2022-05-16,"POTASSIUM",2
"AK_R_2030218_002_001",2022-05-16,"SALINITY",2
"AK_R_2030218_002_001",2022-05-16,"SELENIUM",2
"AK_R_2030218_002_001",2022-05-16,"SODIUM",2
"AK_R_2030218_002_001",2022-05-16,"SPECIFIC CONDUCTANCE",2
"AK_R_2030218_002_001",2022-05-16,"TEMPERATURE, WATER",2
"AK_R_2030218_002_001",2022-05-16,"TOTAL DISSOLVED SOLIDS",3
"AK_R_2030218_002_001",2022-05-16,"TURBIDITY",2
"AK_R_2030218_002_001",2022-05-17,"CALCIUM",2
"AK_R_2030218_002_001",2022-05-17,"COPPER",2
"AK_R_2030218_002_001",2022-05-17,"MAGNESIUM",2
"AK_R_2030218_002_001",2022-05-17,"PH",3
"AK_R_2030218_002_001",2022-05-17,"TOTAL DISSOLVED SOLIDS",2
"AK_R_2030218_002_001",2022-06-13,"ALUMINUM",2
"AK_R_2030218_002_001",2022-06-13,"CADMIUM",3
"AK_R_2030218_002_001",2022-06-13,"CALCIUM",6
"AK_R_2030218_002_001",2022-06-13,"COPPER",5
"AK_R_2030218_002_001",2022-06-13,"DISSOLVED OXYGEN (DO)",3
"AK_R_2030218_002_001",2022-06-13,"HARDNESS, CARBONATE",3
"AK_R_2030218_002_001",2022-06-13,"LEAD",3
"AK_R_2030218_002_001",2022-06-13,"MAGNESIUM",6
"AK_R_2030218_002_001",2022-06-13,"ORGANIC CARBON",3
"AK_R_2030218_002_001",2022-06-13,"PH",9
"AK_R_2030218_002_001",2022-06-13,"POTASSIUM",3
"AK_R_2030218_002_001",2022-06-13,"SALINITY",3
"AK_R_2030218_002_001",2022-06-13,"SELENIUM",3
"AK_R_2030218_002_001",2022-06-13,"SODIUM",3
"AK_R_2030218_002_001",2022-06-13,"SPECIFIC CONDUCTANCE",3
"AK_R_2030218_002_001",2022-06-13,"TEMPERATURE, WATER",3
"AK_R_2030218_002_001",2022-06-13,"TOTAL DISSOLVED SOLIDS",5
