AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Dec Use,DEC Use Description,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_1040422_001,Alsek River,STREAM,River,BARIUM,UG/L,DISSOLVED,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,BARIUM,UG/L,TOTAL RECOVERABLE,28,27,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,22,21,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,COBALT,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,COPPER,UG/L,TOTAL RECOVERABLE,24,23,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,HARDNESS,MG/L,,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,IRON,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,LEAD,UG/L,TOTAL RECOVERABLE,24,23,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,LITHIUM,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,MANGANESE,UG/L,DISSOLVED,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,MANGANESE,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,NICKEL,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,SILVER,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,URANIUM,UG/L,DISSOLVED,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,ZINC,UG/L,TOTAL RECOVERABLE,21,20,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_007,Muddy Creek,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_007,Muddy Creek,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010202_002,Gulkana River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010202_002,Gulkana River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010202_002,Gulkana River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010206_002,Gulkana River,RIVER/STREAM,River,CHLORIDE,MG/L,,5,5,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010206_002,Gulkana River,RIVER/STREAM,River,FLUORIDE,UG/L,,5,5,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010206_002,Gulkana River,RIVER/STREAM,River,NITRATE,UG/L,,5,5,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010321_016,National Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,9,9,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010321_016,National Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,10,10,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010321_016,National Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,11,11,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010321_016,National Creek,STREAM,River,HARDNESS,MG/L,,11,11,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010321_016,National Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,4,4,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2010321_016,National Creek,STREAM,River,URANIUM,UG/L,DISSOLVED,11,11,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030212_002,Kenai River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030212_002,Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_005,Middle Kenai River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_005,Middle Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_007,Kenai River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,24,12,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_007,Kenai River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_007,Kenai River,RIVER/STREAM,River,HARDNESS,UG/L,TOTAL,26,14,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_007,Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,3,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_010,Russian River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_010,Russian River,RIVER/STREAM,River,IRON,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030215_002,Killey River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030215_002,Killey River,RIVER/STREAM,River,IRON,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030216_002,Moose River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030216_002,Moose River,RIVER/STREAM,River,IRON,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,IRON,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030217_001,Funny River,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,IRON,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_001,Beaver Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,38,25,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,HARDNESS,UG/L,TOTAL,38,25,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,Kenai River,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,82,31,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,2,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,2,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,7,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,HARDNESS,UG/L,TOTAL,92,31,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,8,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,2,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,2,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Kenai River,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,2,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,Lower Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,9,9,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,HARDNESS,UG/L,TOTAL,8,8,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,IRON,UG/L,TOTAL,3,3,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,Slikok Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,11,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,11,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,11,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,12,7,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,16,8,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,IRON,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,10,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,6,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,11,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,Soldotna Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,11,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,IRON,UG/L,TOTAL,3,3,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_009,Unnamed tibutary to Kenai River,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_010,Unnamed tibutary to Beaver Creek,RIVER/STREAM,River,IRON,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_001,Ship Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,5,5,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_001,Ship Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,10,10,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_001,Ship Creek,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,5,5,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,5,5,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,10,10,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,4,4,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,22,12,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,22,12,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,10,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,19,11,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,9,5,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,22,13,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,22,13,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,11,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,21,12,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,22,12,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,12,6,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050306_006,Talkeetna River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,21,21,4,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050306_006,Talkeetna River,STREAM,River,HARDNESS,MG/L,,33,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_005,Little Susitna River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,5,5,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_005,Little Susitna River,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,11,11,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_005,Little Susitna River,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_009,Little Susitna River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,5,5,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_009,Little Susitna River,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,11,11,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_009,Little Susitna River,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,AMMONIA,MG/L,,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,2,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,2,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,Egegik River,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,8,8,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,CHROMIUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,COBALT,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,IRON,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,LEAD,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
