AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Minimum number of data points,Min_Num_Pts,Min_Data_Pass,Data_Sufficient
AK_M_2020111_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,6,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2020111_005,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020111_005,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020111_005,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020111_005,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_005,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020111_005,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020111_005,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_005,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_2020111_005,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020111_005,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020111_005,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020111_011,Ocean,Marine,COPPER,UG/L,30,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,COPPER,UG/L,30,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020111_011,Ocean,Marine,COPPER,UG/L,30,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020111_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,60,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,60,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,60,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,60,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,10,1,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,No
AK_M_2020111_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,2,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_2020111_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,2,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,2,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,2,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,2,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,NICKEL,UG/L,30,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,NICKEL,UG/L,30,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020111_011,Ocean,Marine,NICKEL,UG/L,30,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020111_011,Ocean,Marine,PH,,60,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,PH,,60,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,PH,,60,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,PH,,60,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,"TEMPERATURE, WATER",DEG C,60,3,Marine,,Water Supply,,,,,,No
AK_M_2020111_011,Ocean,Marine,ZINC,UG/L,30,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020111_011,Ocean,Marine,ZINC,UG/L,30,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020111_011,Ocean,Marine,ZINC,UG/L,30,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020120_011,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020120_011,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020120_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,30,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_2020120_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020120_011,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020120_011,Ocean,Marine,PH,,64,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,PH,,64,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,PH,,64,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,PH,,64,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,"TEMPERATURE, WATER",DEG C,64,3,Marine,,Water Supply,,,,,,No
AK_M_2020120_011,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020120_011,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020120_011,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020205_001,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020205_001,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020205_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,61,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,61,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,61,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,61,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,25,1,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,No
AK_M_2020205_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_2020205_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,80,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020205_001,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020205_001,Ocean,Marine,PH,,61,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,PH,,61,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,PH,,61,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,PH,,61,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,61,3,Marine,,Water Supply,,,,,,No
AK_M_2020205_001,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2020205_001,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2020205_001,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2020206_011,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2020206_011,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020206_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,1,1,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_2020206_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2020206_011,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020206_011,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_2020206_011,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020206_011,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2020206_011,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020302_015,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2020302_015,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020302_015,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2020302_015,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2020302_015,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_2020302_015,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2020302_015,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2020302_015,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2030108_006,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2030108_006,Ocean,Marine,COPPER,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2030108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,64,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,45,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,77,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_2030108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,77,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,77,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,77,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,77,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2030108_006,Ocean,Marine,NICKEL,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2030108_006,Ocean,Marine,PH,,64,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,PH,,64,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,PH,,64,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,PH,,64,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,"TEMPERATURE, WATER",DEG C,64,3,Marine,,Water Supply,,,,,,No
AK_M_2030108_006,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2030108_006,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2030108_006,Ocean,Marine,ZINC,UG/L,32,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2040108_006,Ocean,Marine,COPPER,UG/L,36,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,COPPER,UG/L,36,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2040108_006,Ocean,Marine,COPPER,UG/L,36,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2040108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,72,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,72,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,72,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,72,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,60,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,88,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_2040108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,88,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,88,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,88,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,88,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,NICKEL,UG/L,36,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,NICKEL,UG/L,36,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2040108_006,Ocean,Marine,NICKEL,UG/L,36,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2040108_006,Ocean,Marine,PH,,48,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,PH,,48,2,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,PH,,48,2,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,PH,,48,2,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,"TEMPERATURE, WATER",DEG C,72,3,Marine,,Water Supply,,,,,,No
AK_M_2040108_006,Ocean,Marine,ZINC,UG/L,36,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2040108_006,Ocean,Marine,ZINC,UG/L,36,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2040108_006,Ocean,Marine,ZINC,UG/L,36,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2070114_018,Ocean,Marine,COPPER,UG/L,2,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,COPPER,UG/L,2,1,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2070114_018,Ocean,Marine,COPPER,UG/L,2,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070114_018,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,4,1,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,4,1,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,4,1,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,4,1,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,FECAL COLIFORM,MPN/100ML,5,1,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_2070114_018,Ocean,Marine,FECAL COLIFORM,MPN/100ML,5,1,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,FECAL COLIFORM,MPN/100ML,5,1,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,FECAL COLIFORM,MPN/100ML,5,1,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,FECAL COLIFORM,MPN/100ML,5,1,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,NICKEL,UG/L,2,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,NICKEL,UG/L,2,1,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2070114_018,Ocean,Marine,NICKEL,UG/L,2,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070114_018,Ocean,Marine,PH,,4,1,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,PH,,4,1,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,PH,,4,1,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,PH,,4,1,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,"TEMPERATURE, WATER",DEG C,4,1,Marine,,Water Supply,,,,,,No
AK_M_2070114_018,Ocean,Marine,ZINC,UG/L,2,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070114_018,Ocean,Marine,ZINC,UG/L,2,1,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_2070114_018,Ocean,Marine,ZINC,UG/L,2,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070115_007,Ocean,Marine,COPPER,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
