AUID_ATTNS,Waterbody Type,Use,Use_Category,overallStatus,assessmentUnitName,locationDescription,waterSize,waterSizeUnits
NA,NA,NA,NA,NA,EVOS beach (mainland),"mainland, near Applegate Island",0.8,Miles
NA,NA,NA,NA,NA,"EVOS beach (Rua Cove, Knight Island)","Rua Cove, Knight Island, Montague Strait",0.2,Miles
NA,NA,NA,NA,NA,"EVOS beach (Marsha Bay, Knight Island)","Marsha Bay, Knight Island, Montague Strait",0.13,Miles
NA,NA,NA,NA,NA,EVOS beach (SE Knight Island),"SE Knight Island, from Hogan Bay to Pt. Helen",2.47,Miles
NA,NA,NA,NA,NA,EVOS beach (N Green Island),"N Green Island, Montague Strait",0.54,Miles
NA,NA,NA,NA,NA,EVOS beach (NE Seal Island),"NE Seal Island, Montague Strait",0.3,Miles
NA,NA,NA,NA,NA,EVOS beach (N Disk Island),"N Disk Island, south of Ingot Island",0.05,Miles
NA,NA,NA,NA,NA,EVOS beach (NE Knight Island),"NE Knight Island, Montague Strait",0.06,Miles
NA,NA,NA,NA,NA,EVOS beach (NE Evans Island 2),"NE Evans Island, Montague Strait",0.1,Miles
NA,NA,NA,NA,NA,EVOS beach (NE Evans Island 4),"NE Evans Island, Montague Strait",1.1,Miles
NA,NA,NA,NA,NA,Smith Island,"EVOS beach, W end of Smith Island, Prince William Sound",0.084,Miles
NA,NA,NA,NA,NA,Smith Island,"EVOS beach, NW side of Smith Island, Prince William Sound",0.071,Miles
NA,NA,NA,NA,NA,Smith Island,"EVOS beach, N side of Smith Island, Prince William Sound",0.5447,Miles
NA,NA,NA,NA,NA,Egegik River,"heads in Becharof Lake, flows NW 28 miles to Egegik Bay, on N. coast of Alaska Penin.",0.5,Miles
NA,NA,NA,NA,NA,Popof Strait,"NE corner of Popof Island, off SSW end of Alaska Peninsula; HUC: 19030101",0.07,Square Miles
NA,NA,NA,NA,NA,Big Lake,"Wasilla, 21 mi. N of Anchorage.",1250,Acres
NA,NA,NA,NA,NA,Thorne Bay,"HUC: 19010103, E coast of Prince of Wales Island",0.0117,Square Miles
NA,NA,NA,NA,NA,Upper Birch Creek drainage: Eagle Creek,Approximately 100 miles northeast of Fairbanks; HUC: 19040402,3.5,Miles
NA,NA,NA,NA,NA,Upper Birch Creek drainage: Gold Dust Creek,Approximately 100 miles northeast of Fairbanks; HUC: 19040402,7.1,Miles
NA,NA,NA,NA,NA,Hawk Inlet,"NW coast of Admiralty Island, 20 mi SW of Juneau, approx 7 miles long trending N-S",0.002,Square Miles
NA,NA,NA,NA,NA,Silver Bay,SE of Sitka; HUC: 19010203,0.106,Square Miles
NA,NA,NA,NA,NA,Goldstream Creek,North of Fairbanks and flows through the Goldstream Valley. HUC: 19040509,35.7,Miles
NA,NA,NA,NA,NA,Cold Bay,"NE Cold Bay, at end of Alaska Peninsula; HUC: 19030101",0,Square Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Mammoth Creek,"Flows 4.4 miles north to meet Porcupine Creek, junction is the headwaters of Crooked Creek. 18 mi. SW of Circle; HUC: 19040402",4.4,Miles
NA,NA,NA,NA,NA,Pullen Creek,"located in Skagway, near head of Taiya Inlet, and located approxiamtely 0.5 miles SE of the mouth of Skagway river, flows NE to SW approxiamtely one mile,",1.5,Miles
NA,NA,NA,NA,NA,Garrison Slough,"Eielson Air Force Base, Fairbanks; HUC: 19040506",5.1,Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Bonanza Creek,Bonanza Creek flows north 4.6 miles to Porcupine Creek just upstream of the junction of Porcupine and Mammoth Creeks. HUC: 19040402,4.6,Miles
NA,NA,NA,NA,NA,EVOS beach (N LaTouche Island 5),"N LaTouche Island, Montague Strait",0.56,Miles
NA,NA,NA,NA,NA,Lemon Creek,Juneau; HUC: 19010301,6,Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Mastadon Creek,"Flows 4.9 miles to meet Independence Creek, junction is the headwaters of Mammoth Creek; HUC: 19040402",4.9,Miles
NA,NA,NA,NA,NA,Red Devil Creek (2),"Red Devil, Red Devil mine",1.5,Miles
NA,NA,NA,NA,NA,EVOS beach (NE Evans Island 3),"NE Evans Island, Montague Strait",1.2,Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Ketchem Creek,Flows north 4.9 miles crossing Circle Hot Springs Rd to wetland complex associated with Crooked Creek; HUC: 19040402,4.9,Miles
NA,NA,NA,NA,NA,Matanuska River,Mat-Su valley; HUC: 19020402,0.5,Miles
NA,NA,NA,NA,NA,Noyes Slough,Fairbanks; HUC: 19040506,5.67,Miles
NA,NA,NA,NA,NA,Klag Bay,"West coast of Chichagof Island, Southeast Alaska; HUC: 19010203",0.09,Square Miles
NA,NA,NA,NA,NA,EVOS beach (N LaTouche Island 8),"N LaTouche Island, Montague Strait",0.58,Miles
NA,NA,NA,NA,NA,King Cove,"between Cold Bay and Belkofski Bay. at SW end of Alaska Peninsula, Aleutian Range; HUC: 19030101",1e-4,Square Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Deadwood Creek,Flows north crossing Circle Hot Springs Road to wetland complex associated with Crooked Creek: 19040402,18.9,Miles
NA,NA,NA,NA,NA,Kuskokwim River (Red Devil),at Red Devil/Red Devil mine,0.189,Miles
NA,NA,NA,NA,NA,Red Lake-Anton Road Pond,"3.7 mi long, 22 mi S of Karluk, near SW coast of Kodiak Island",0.9,Acres
NA,NA,NA,NA,NA,Akutan Harbor,E end of Akutan Island; Aleutians; HUC: 19030102,0.036,Square Miles
NA,NA,NA,NA,NA,Vanderbilt Creek,Juneau; HUC: 19010301,1.5,Miles
NA,NA,NA,NA,NA,Pederson Hill Creek,Juneau; HUC: 19010301,3.56,Miles
NA,NA,NA,NA,NA,South Unalaska Bay,"SW of Unalaska, Unalaska Island, Aleutians; HUC: 19030102",0.0156,Square Miles
NA,NA,NA,NA,NA,EVOS beach (N LaTouche Island 4),"N LaTouche Island, Montague Strait",0.51,Miles
NA,NA,NA,NA,NA,Kimshan Cove,"0.3 mi. across, 1.5 mi. north of Chichagof, W coast of Chichagof Island",0.028,Square Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Porcupine Creek,"Flows 12.4 miles to meet Mammoth Creek, junction is headwaters of Crooked Creek; HUC: 19040402",12.4,Miles
NA,NA,NA,NA,NA,Slate Creek,"flows approximately 5 miles NE to Moose Creek at Kantishna, Kantishna Hills",2,Miles
NA,NA,NA,NA,NA,Cottonwood Creek,"Wasilla area in southcentral, AK. Spring fed headwaters with mouth in Knik Arm",13,Miles
NA,NA,NA,NA,NA,Eleanor Island,"East coast  Eleanor Island, Montague Strait. EVOS beach",0.17,Miles
NA,NA,NA,NA,NA,EVOS beach (NE LaTouche Island 1),"NE LaTouche Island, Montague Strait",1.23,Miles
NA,NA,NA,NA,NA,Duck Creek,Juneau; HUC: 19010301,4,Miles
NA,NA,NA,NA,NA,Katlian River,"Aproximately 8.5 miles NNE of Sitka, on Baranof Island. Drains to Katlian Bay.",7.5,Miles
NA,NA,NA,NA,NA,Eagle River,N of Anchorage; HUC: 19020402,0.3,Miles
NA,NA,NA,NA,NA,EVOS beach (N Smith Island),"Smith Island, Montague Strait",1.5,Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Crooked Creek,"Headwaters is at junction of Mammoth and Porcupine Creeks, flows 28.9 mi. NE to Birch Creek, 18 mi. SW of Circle; HUC: 19040402",28.9,Miles
NA,NA,NA,NA,NA,Salt Chuck Bay,"Kasaan area, Prince of Wales Island",0.025,Square Miles
NA,NA,NA,NA,NA,"Herring Cove, of Silver Bay","Silver Bay, Sitka, Baranof Island",0.1594,Square Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, Montague Strait, E side of island",0.2835,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, Montague Strait, E side of island",0.0868,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, Montague Strait, SE side of island",0.3156,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, Montague Strait, SE side of island",0.3184,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, SE side of Northwest Bay, west side of island",0.3556,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, SE side of Northwest Bay, west side of island",0.1659,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, E side of Northwest Bay, west side of island",0.2771,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, NE side of Northwest Bay, west side of island",0.1755,Miles
NA,NA,NA,NA,NA,Eleanor Island,"Prince William Sound, NE side of Northwest Bay, west side of island",0.4574,Miles
NA,NA,NA,NA,NA,Goose Lake,"In Anchorage, AK.",18,Acres
NA,NA,NA,NA,NA,Crooked Creek Watershed: Boulder Creek,flows 13 miles NE to Crooked Creek,13,Miles
NA,NA,NA,NA,NA,Lake McDermott,"Near Prudoe Bay, Alaska. Lat/long is for Deadhorse, need precise L/L.",100,Acres
NA,NA,NA,NA,NA,Potatopatch Lake,"W of Shahafka Cove, 1.2 mi. NE of Kodiak, Kodiak Island.",152,Acres
NA,NA,NA,NA,NA,Horseshoe/Island Lakes,"2.5 mi. NE of Kodiak, Kodiak Is.",368,Acres
NA,NA,NA,NA,NA,Hospital Lake,oxbow lake 0.3 miles north of Fort Yukon,480,Acres
NA,NA,NA,NA,NA,Town Lake,in the town of Chitina,64,Acres
NA,NA,NA,NA,NA,Walby Lake,NW of Palmer; HUC: 19020402,80,Acres
NA,NA,NA,NA,NA,Lake Clark,"NE of Nondalton and 40 mi. W of Cook Inlet, on the Alaska Peninsula.",103,Acres
NA,NA,NA,NA,NA,Edmonds Lake,"3.2 miles NE of Birchwood, 22 miles NE of Anchorage",96,Acres
NA,NA,NA,NA,NA,Hideaway (Hidden) Lake,city of Anchorage,320,Acres
NA,NA,NA,NA,NA,Mirror Lake,2 mi. NE of Birchwood and 21 mi. NE of Anchorage.,131,Acres
NA,NA,NA,NA,NA,Jewel Lake,Located in southwest Anchorage; HUC: 19020402,45,Acres
NA,NA,NA,NA,NA,Mosquito Lake,"On SW side of Chilkat River, 4.6 mi. NW of Wells and 25 mi. W of Skagway.",1,Acres
NA,NA,NA,NA,NA,Lake Otis,"Anchorage, AK",9,Acres
NA,NA,NA,NA,NA,Buskin Lake,"1 mile across, at the head of Buskin River, on NE coast of Kodiak Island",288,Acres
NA,NA,NA,NA,NA,Beaver Lake,"1.5 mi. NE of Kodiak, on NE coast of Kodiak Island.",130,Acres
NA,NA,NA,NA,NA,Auke Lake,"1 mi. E of Auke Bay, 12 mi NW of Juneau",175,Acres
NA,NA,NA,NA,NA,Iliamna Lake,"lake 75 mi long, 20 mi wide at N end of Alaska Peninsula, between Kvichak Bak and Cook Inlet Contacts: Ben Foss at Pedro Bay 850-2342; Elijah Donnet, AK Native FWS, 222-6005",960000,Acres
NA,NA,NA,NA,NA,Clearwater Lake,"Approx 7 mi E of Richardson Highway off of Jack Warren Rd, Delta Jct., AK.",600,Acres
NA,NA,NA,NA,NA,Meadow Lake,"4.2 mi SW of Anchorage, Alaska.",1,Acres
NA,NA,NA,NA,NA,McKinley Lake,"4 mi. W of Copper River, 1 mi. N of Copper River Hwy., 20 mi. SE of Cordova, AK.",320,Acres
NA,NA,NA,NA,NA,Dark Lake,"2 mi. NE of Kodiak, Kodiak Island.",150,Acres
NA,NA,NA,NA,NA,Colleen Lake,"Deadhorse Lease Tracts, Prudhoe Bay, AK.",600,Acres
NA,NA,NA,NA,NA,Conners Lake,"Anchorage, AK",33,Acres
NA,NA,NA,NA,NA,Lower Fire Lake,"0.4 mile long, one of the Fire Lakes at the head of Fire Creek, 15 mi. NE of Anchorage, Cook Inlet Lower",4480,Acres
NA,NA,NA,NA,NA,Bolio Lake,Approx. 15 mi. S of Delta Jct. Off of the Richardson Hwy.,160,Acres
NA,NA,NA,NA,NA,Little Campbell Lake,Anchorage,60,Acres
NA,NA,NA,NA,NA,Memory Lake,"0.6 miles across, in Matanuska Valley, 10 miles NW of Palmer, in Cook Inlet Lowlands",84,Acres
NA,NA,NA,NA,NA,Sundi Lake,"Between Jewel Lake and Sand Lake in Anchorage, AK.",9,Acres
NA,NA,NA,NA,NA,Unalaska Lake,"Unalaska, AK",0.25,Acres
NA,NA,NA,NA,NA,Lake Louise,32 mi. NW of Glennallan.,1,Acres
NA,NA,NA,NA,NA,Upper Bonnie Lake,"Chickaloon, Mat-Su valley",160,Acres
NA,NA,NA,NA,NA,Quartz Lake,Approx. 12 mi. north of Delta Junction off of Richardson Hwy.,1600,Acres
NA,NA,NA,NA,NA,Cheney Lake,City of Anchorage; HUC: 19020401,640,Acres
NA,NA,NA,NA,NA,Kotzebue Lake,Next to Kotzebue airstrip & along cross runways.,1,Acres
NA,NA,NA,NA,NA,Wasilla Lake,"2 mi. long, in Matanuska Valley, E. of Wasilla, 8.5 mi. SW of Palmer, Cook Inlet Lowlands",200,Acres
NA,NA,NA,NA,NA,Unnamed Lake (Chena Hot Springs Rd.),"16 mile Chena Hot Springs Road; 25 miles east and upstream of Fairbanks Contact: Susan Amundsen, Amundsen Evironmental Services, P.O. Box 10726, FBX; 488-2136",15,Acres
NA,NA,NA,NA,NA,Lost and Found Lake,"Homer, Kachemak Bay, south side of Peterson Bay",64,Acres
NA,NA,NA,NA,NA,Finger Lake,"1.8 miles long in the Matanuska Valley, 5 miles W of Palmer in the Cook Inlet Lowlands",362,Acres
NA,NA,NA,NA,NA,Fire Lake,"On Kenai Peninsula, W of Skilak Lake, 25 mi. SE of Kenai, AK.",1,Acres
NA,NA,NA,NA,NA,Jim Lake,"0.7 mile long, 6.6 miles SE of Palmer, Cook Inlet Lowlands",224,Acres
NA,NA,NA,NA,NA,Big Beaver Lake,"Mat-Su Big Lake watershed; T17N, R3W, S4-9; Mile 52.3 Parks Hwy. West on Big Lake Rd. 3.4 miles to Beaver Lake Rd. Right 2.5 miles on Beaver Lake Rd. to parking area and undeveloped public boat launch. most of lake shore is privately owned.",160,Acres
NA,NA,NA,NA,NA,Harding Lake,"4 miles SE of junction of Salcha and Tanana Rivers, Tanana Lowlands; HUC: 19040505",2659,Acres
NA,NA,NA,NA,NA,North Twin Lakes,"In Juneau, AK.",150,Acres
NA,NA,NA,NA,NA,Mission Lake,in Kodiak,23.49,Acres
NA,NA,NA,NA,NA,Jones Lake,"Anchorage, AK",3.6,Acres
NA,NA,NA,NA,NA,Beluga Lake (Homer),Homer,240,Acres
NA,NA,NA,NA,NA,Paxson Lake,"in the course of the Gulkana River, 20 mi. N of its junction with its West Fork, Alaska Range",640,Acres
NA,NA,NA,NA,NA,Upper Fire Lake,"15 miles NE of Anchorage, AK along Glenn Highway",1,Acres
NA,NA,NA,NA,NA,Delong Lake,"0.3 mi long, 4.3 mi SW of Anchorage",18,Acres
NA,NA,NA,NA,NA,Kalmbach Lake,"one of the Meadow Lakes in the Matanuska Valley, 15 mi NW of Palmer",153.6,Acres
NA,NA,NA,NA,NA,Eyak Lake,"Cordova, Alaska",0.1,Acres
NA,NA,NA,NA,NA,Lilly Lake,Near center of Kodiak business district.,146,Acres
NA,NA,NA,NA,NA,Canoe Lake,"Canoe Lake, Palmer, mile 36.4 Glenn Highway",21,Acres
NA,NA,NA,NA,NA,Nancy Lake,Parks Hwy between Willow and Houston; HUC: 19020505,2240,Acres
NA,NA,NA,NA,NA,Dora Lake,"1.3 mi. long, at the head of Dora Bay, on SE coast of Prince of Wales Island",640,Acres
NA,NA,NA,NA,NA,Robe Lake,3 mi. SE of Valdez,682,Acres
NA,NA,NA,NA,NA,Cottonwood Lake,"1.3 miles long in the Matanuska Valley, 6.2 miles W of Palmer, Cook Inlet Lowlands",666,Acres
NA,NA,NA,NA,NA,South Twin Lakes,"In Juneau, AK.",150,Acres
NA,NA,NA,NA,NA,Troutman Lake,"0.5 mi long, 0.5 mi S of Gambel, NW end of St. Lawrence Island",800,Acres
NA,NA,NA,NA,NA,Wrinkleneck Creek-Swan Lake,"City of Sitka, Baronaf Island; HUC: 19010203",83,Acres
NA,NA,NA,NA,NA,Glacier Creek (Girdwood),flows SW approx. 10 miles to Turnagain Arm at Girdwood,8,Miles
NA,NA,NA,NA,NA,Beach @ Bluff Point,"9 miles NW to Anchor Pt, 1 mi SE to Bluff Pt",10,Miles
NA,NA,NA,NA,NA,Eagle River Flats,"Eagle River Flats is an estuarine salt marsh located at the mouth of Eagle River, along the upper Cook Inlet, near Anchorage, Alaska. It is within the Fort Richardson Army Base; HUC: 19020302",4.9,Square Miles
NA,NA,NA,NA,NA,Crow Creek,"heads at Crystal Lake, flows SE 6 mi. to Glacier Creek, Girdwood",6,Miles
NA,NA,NA,NA,NA,"Lena Cove Beach, Juneau","Beach on E shore of Favorite Channel, 0.6 mi. S of Tee Harbor and 14 mi. NW of Juneau, Coast Mts.; 58?24' N, 134?46'",1.5,Miles
NA,NA,NA,NA,NA,Beach @ West Beach,Nome,0.04,Miles
NA,NA,NA,NA,NA,Odiak Pond,"Pond near/in Cordova, also called Odiak Lagoon",3,Acres
NA,NA,NA,NA,NA,Beach @ Point Woronzof,Anchorage,4,Miles
NA,NA,NA,NA,NA,Nearshore Beaufort Lagoon: Sag River to Simpson Lagoon,"NE North Slope, mouth area of Kogotpak River; HUC: 19060402",20,Square Miles
NA,NA,NA,NA,NA,Kenai Gull Rookery 2,Downstream of gull rookery.,0.24,Miles
NA,NA,NA,NA,NA,Beacon Hill Beach,"Near Beacon Hill, located in Ketchikan on the northern end of South Higgins Point",0.07,Miles
NA,NA,NA,NA,NA,Shoal Cove,"Revillagigedo Island, Carrol Inlet",0.2,Square Miles
NA,NA,NA,NA,NA,Jakolof Bay,Seldovia; HUC: 19020301,0.4,Square Miles
NA,NA,NA,NA,NA,Saint Paul Harbor,SW of Kodiak,3.5,Square Miles
NA,NA,NA,NA,NA,Mud Bay (Homer),Homer,0.19,Square Miles
NA,NA,NA,NA,NA,Seldovia Bay,SW shore of Kachemak Bay; HUC: 19020301,3.5,Square Miles
NA,NA,NA,NA,NA,Labouchere Bay,"North end of Prince of Wales Island, Southeast Alaska",1.12,Square Miles
NA,NA,NA,NA,NA,Klawock Inlet,"due west of Klawock, Prince of Wales Island; HUC: 19010103",0.0039,Square Miles
NA,NA,NA,NA,NA,Shoemaker Bay,"NW Wrangell Island, S. of Wrangell; HUC: 19010102",0.0234,Square Miles
NA,NA,NA,NA,NA,Dora Bay,"Extends south four miles off Chomondeley Sound, on SE coast of Prince of Wales Island, Southeast",25,Miles
NA,NA,NA,NA,NA,McClure Bay,"On E coast of Kenai Penin., extends N 8 mi. to Port Nellie Juan, 24 mi. SE of Whittier.",0.0016,Square Miles
NA,NA,NA,NA,NA,Kotzebue Lagoon,Kotzebue,0.01,Miles
NA,NA,NA,NA,NA,Auke Bay,"west cost of Mendenhall Peninsula, 10 mi. NW of Juneau",3,Square Miles
NA,NA,NA,NA,NA,Sweeper Cove,"West end of Kuluk Bay on the NE shore of Adak Island, Aleutians. Adjacent to town of Adak.",0.8,Square Miles
NA,NA,NA,NA,NA,Berners Bay,North of Juneau,19200,Square Miles
NA,NA,NA,NA,NA,Thorne Bay (2),E coast of Prince of Wales Island,0.0547,Square Miles
NA,NA,NA,NA,NA,Udagak Bay,SSE Unalaska Island; Aleutians; HUC: 19030102,4e-4,Square Miles
NA,NA,NA,NA,NA,Kazakof Bay,"9 mi. NE of Afognak, on SE coast of Afognak Island, N of Kodiak Island.",0.021,Square Miles
NA,NA,NA,NA,NA,Cube Cove,NW Admiralty Island; HUC: 19010204,6e-4,Square Miles
NA,NA,NA,NA,NA,West Port Frederick,"In Port Ferderick near Hoonah, Alaska.",0.0024,Square Miles
NA,NA,NA,NA,NA,Tolstoi Bay,On E coast of Prince of Wales Island at head of Kasaan Peninsula.,0.0055,Square Miles
NA,NA,NA,NA,NA,Neptune Bay,across Kechemak Bay from Homer,1.5,Square Miles
NA,NA,NA,NA,NA,Sitka Sound,"Sitka, AK",0.0016,Square Miles
NA,NA,NA,NA,NA,Eldred Passage,"0.7 mile wide, SE of Yukon Is., along SE shore of Kachemak Bay, 8 miles SSE of Homer",2.5,Miles
NA,NA,NA,NA,NA,Captain's Bay,"SW of City of Unalaska, Unalaska Island, Aleutians; HUC: 19030102",0.0028,Square Miles
NA,NA,NA,NA,NA,Wrangell Narrows,"Extends S 24 mi. from Frederick Sound to Sumner Strait, seperates Mitkof Island from Kupreanof and Woewodski Island.",15,Miles
NA,NA,NA,NA,NA,Goose Bay,"W side of Knik Arm, 11 mi N of Anchorage",3.7,Square Miles
NA,NA,NA,NA,NA,Cook Inlet (upper),HUC: 19020401,10000,Square Miles
NA,NA,NA,NA,NA,Point Mcartney,"Just north of Kake, Kupreanof Island. LTF for Sealaska and Kake Tribal Coporation lands timber harvesting",0.0123,Square Miles
NA,NA,NA,NA,NA,Beluga Slough,"Homer, slough drains Beluga Lake in Homer",0.7,Miles
NA,NA,NA,NA,NA,Kitkun Bay,"bay is four miles long, 1.5 miles south of Chomondeley Sound on SE Prince of Wales Island, Southeast",15,Miles
NA,NA,NA,NA,NA,Cedar Bay,"Prince William Sound, 44 mi. NE of Whittier, extends SW 4.5 miles to Wells Bay",0.0016,Square Miles
NA,NA,NA,NA,NA,Women's Bay,"Near Kodiak, AK",0.0016,Square Miles
NA,NA,NA,NA,NA,China Poot Bay,"on E. shore of Kachmak Bay, on Kenai Penin., 9 mi. SE of Homer",7.5,Square Miles
NA,NA,NA,NA,NA,Gibson Cove,SW of Kodiak; HUC: 19020701,1e-4,Square Miles
NA,NA,NA,NA,NA,Bear Cove,on Kenai Penin. Opens to the north to Kachemak Bay between Tutka Bay on W and Jackalof Bay to the E,1,Square Miles
NA,NA,NA,NA,NA,Peterson Bay,"1.7 mile wide on E shore of Kachemak Bay, on Kenai Penin., 9 mi SE of Homer",1.5,Square Miles
NA,NA,NA,NA,NA,Crab Bay,"S shore of Tenakee Inlet, Chichagof Island, Southeast",0.0016,Square Miles
NA,NA,NA,NA,NA,Hamilton Bay,"SE of Kake, Kupreanof Island; HUC: 19010202",0.0047,Square Miles
NA,NA,NA,NA,NA,Kachemak Bay,HUC: 19020301,240,Square Miles
NA,NA,NA,NA,NA,Lookout Cove,"Lookout Cove at Danger Bay, Kazakof Bay Afognak Island",8e-4,Square Miles
NA,NA,NA,NA,NA,Sunshine Cove,"aproximately two miles east of Tenakee Springs, Tenakee Inlet, east side of Chichagof Island in Southeast Alaska",0.0078,Square Miles
NA,NA,NA,NA,NA,Hobart Bay,"On E shore of Stephens Passage, 5 mi. SE of Rocky Point and 74 mi. NE of Sitka.",0.002,Square Miles
NA,NA,NA,NA,NA,Beaver Inlet,South of Dutch Harbor.,0.0016,Square Miles
NA,NA,NA,NA,NA,Saint John Baptist Bay,Neva Strait NW Baronof Island; HUC: 19010203,0.0021,Square Miles
NA,NA,NA,NA,NA,Salt Lake Bay,"S shore of Port Frederick, 4 mi. SW of Hoonah, on N central Chichagof Island.",1e-4,Square Miles
NA,NA,NA,NA,NA,Elfin Cove,"On N coast of Chichagof Is., 34 mi. NW of Hoonah, AK.",0.0016,Square Miles
NA,NA,NA,NA,NA,Lost Harbor,"NW Akun Island, Aleutian Islands",4.32,Square Miles
NA,NA,NA,NA,NA,McKenzie Inlet,"extends S 6 mi. off Skowl  Arm, Kasaan, E Prince of Wales Island; HUC: 19010103",20,Miles
NA,NA,NA,NA,NA,Twelvemile Arm,East side of Prince of Wales Island in Southeast. Twlevemile Arm is located off of Kasaan Bay.,12,Square Miles
NA,NA,NA,NA,NA,Kotzebue Estuary,"Kotzebue, AK",0.01,Square Miles
NA,NA,NA,NA,NA,Mallard Bay,SE side of Kachmak Bay NE of Homer,0.3,Square Miles
NA,NA,NA,NA,NA,Corner Bay,On S shore of Tenakee Inlet on E central Chichagof Island.,1e-4,Square Miles
NA,NA,NA,NA,NA,Dogfish Bay (Koyuktolik Bay),"2 mi wide at SE tip of Kenai Penin., 16 mi SW of Seldovia",2,Square Miles
NA,NA,NA,NA,NA,Rowan Bay,NW Kuiu Island; HUC: 19010202,0.0016,Square Miles
NA,NA,NA,NA,NA,Port Clarence,"North of Nome, between Grantley Harbor and Bering Sea.",0.0016,Square Miles
NA,NA,NA,NA,NA,Little Tutka Bay,E of Seldovia,0.24,Square Miles
NA,NA,NA,NA,NA,Halibut Cove,4 mi wide on E shore,4,Square Miles
NA,NA,NA,NA,NA,Winter Harbor,"S Tuxecan Passage, WNW Prince of Wales Island; HUC: 19010103",0.5,Miles
NA,NA,NA,NA,NA,Lutak Inlet,"In Haines, Alaska.",0.0016,Square Miles
NA,NA,NA,NA,NA,Bells Flats,"At head of Womens Bay, 8 mi. SW of Kodiak.",2.02,Square Miles
NA,NA,NA,NA,NA,Orca Inlet,"E of Hawkins Island and W of Cordova, Chugach Mts.",0.0016,Square Miles
NA,NA,NA,NA,NA,Schulze Cove,"Fish Bay, Baranof Island",0.0078,Square Miles
NA,NA,NA,NA,NA,Tuxedni Bay,"NW shore of Cook Inlet, NW of Homer",0.05,Square Miles
NA,NA,NA,NA,NA,Two Moon Bay,"On S. shore of Port Fidalgo, 32 mi. NW of Cordova, Prince William Sournd",0.0078,Square Miles
NA,NA,NA,NA,NA,Refuge Cove (Tongass Narrows),"Bay northwest of Ward Cove near Ketchikan, Alaska.",0.0016,Square Miles
NA,NA,NA,NA,NA,Sleepy Bay,"At N tip of Latouche Island, at SE end of Knight Island Pasage, 54 mi. E of Seward",4e-4,Square Miles
NA,NA,NA,NA,NA,Saginaw Bay,On North coast of Kuiu Island. Permit ID Nos.: NPDES No. AK-004537-3; COE Frederick Sound 34,1e-4,Square Miles
NA,NA,NA,NA,NA,Beach @ Petroglyph Beach,Petroglyph Beach near Wrangell Harbor,0.05,Miles
NA,NA,NA,NA,NA,"Lutak Inlet Beach, Haines AK",North of Haines,4,Miles
NA,NA,NA,NA,NA,"City Park Beach, Wrangell AK",Wrangell,0.2,Miles
NA,NA,NA,NA,NA,"Ann Coleman Road Beach, Juneau","Beach on SE end of Auke Bay, 9.5 miles NW of Juneau, on E side of Stephen's Passage, near Battleship Island",0.1,Miles
NA,NA,NA,NA,NA,Beach @ Douglas Harbor,"Douglas Harbor boat ramp, near Savikko Park",0.25,Miles
NA,NA,NA,NA,NA,"Portage Cove Beach, Haines AK",Haines,1,Miles
NA,NA,NA,NA,NA,"Auke Recreation Area Beach, Juneau","Beach on W end of Auke Bay, E of Point Louisa, 12.5 miles NW of Juneau, 58?38' N, 134?73'W",1,Miles
NA,NA,NA,NA,NA,Chena Slough (upper),"Upper Chena Slough near Fairbanks, from Piledriver slough, downstream to second Richardson Highway crossing.",2.4,Miles
NA,NA,NA,NA,NA,Gold Creek,"Flows N 3 mi. then W 5 mi. to Middle Fork Koyukuk River, 6 mi. NW of Poss Mtn. and 37 miles W of Chandalar, Brooks Range",10.2,Miles
NA,NA,NA,NA,NA,Leachate Creek,"N end of Kodiak Island, flows N .28 mi. from near Pillar Creek Road to Monashka Bay.",0.28,Miles
NA,NA,NA,NA,NA,Redoubt Lake,"SW side of Baranof Island, Southeast Alaska, 11 mi. SE of Sitka.",3208.7,Acres
NA,NA,NA,NA,NA,Silver Bay 2,"Within Silver Bay 4 mi. SE of Sitka, .3 mi. offshore on the north side of the bay, near Herring Cove.",0.2,Square Miles
NA,NA,NA,NA,NA,Unnamed Creek (Lakina River tributary),"Flows E to Lakina River, Wrangell-St Elias National Preserve",0.4,Miles
NA,NA,NA,NA,NA,Unnamed Stream (Toby Creek tributary),"In Wrangell-St Elias National Park, heads at glacier and flows NE to Toby Creek, 21 miles NE of McCarthy, Wrangell Mountains.",1.2,Miles
