Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source(s),Listing Methodology,Notes,AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed,Individual_Category,Use_Category
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Aquatic Life,NA,NA,5,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Inorganic Substances,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,1000,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,107,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Aluminum,ALUMINUM,Total Recoverable,Aquatic Life,NA,Acute,750,ug/L,Maximum,1 in most recent 3 years,1-hour average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,TOTAL RECOVERABLE,39,35,5,2 years,5,2,5,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Toxics,Aluminum,ALUMINUM,Total Recoverable,Aquatic Life,NA,Chronic,87,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,TOTAL RECOVERABLE,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Toxics,Aluminum,ALUMINUM,Total Recoverable,Aquatic Life,NA,Chronic,87,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,TOTAL RECOVERABLE,39,35,5,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,Aquatic Life,NA,Acute,340,ug/L,Maximum,1 in most recent 3 years,1-hour average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,5,2,5,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,Aquatic Life,NA,Chronic,150,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,Aquatic Life,NA,Chronic,150,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,Aquatic Life,NA,Acute,860000,ug/L,Maximum,1 in most recent 3 years,1-hour average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,DISSOLVED,38,34,5,2 years,5,2,5,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,Aquatic Life,NA,Acute,860000,ug/L,Maximum,1 in most recent 3 years,1-hour average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,5,2,5,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,Aquatic Life,NA,Chronic,230000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,Aquatic Life,NA,Chronic,230000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,DISSOLVED,38,34,5,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,Aquatic Life,NA,Chronic,230000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,Aquatic Life,NA,Chronic,230000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Iron,IRON,Dissolved,Aquatic Life,NA,Chronic,1000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Iron,IRON,Dissolved,Aquatic Life,NA,Chronic,1000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,Aquatic Life,NA,Acute,NA,ug/L,Maximum,1 in most recent 3 years,1-hour average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,6,6,4,2 years,5,2,5,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,6,6,4,2 years,10,2,10,Yes,No,No,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,6,6,4,2 years,18,2,18,Yes,No,No,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Copper,COPPER,Dissolved,Aquatic Life,NA,Acute,NA,ug/L,Maximum,1 in most recent 3 years,1-hour average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,5,2,5,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Copper,COPPER,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Copper,COPPER,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,18,2,18,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Lead,LEAD,Dissolved,Aquatic Life,NA,Acute,NA,ug/L,Maximum,1 in most recent 3 years,1-hour average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,35,31,5,2 years,5,2,5,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Lead,LEAD,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,35,31,5,2 years,10,2,10,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Nickel,NICKEL,Dissolved,Aquatic Life,NA,Acute,NA,ug/L,Maximum,1 in most recent 3 years,1-hour average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,5,2,5,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Nickel,NICKEL,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Nickel,NICKEL,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,18,2,18,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Zinc,ZINC,Dissolved,Aquatic Life,NA,Acute,NA,ug/L,Maximum,1 in most recent 3 years,1-hour average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,14,14,5,2 years,5,2,5,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Zinc,ZINC,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,14,14,5,2 years,10,2,10,Yes,Yes,Yes,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Toxics,Zinc,ZINC,Dissolved,Aquatic Life,NA,Chronic,NA,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,14,14,5,2 years,18,2,18,Yes,No,No,Hardness data not available to assess data sufficiency.,Insufficient hardness,3,5
Freshwater,Turbidity,Turbidity,TURBIDITY,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,25,NTU,Maximum,Not to exceed,24-hour average,May not exceed 25 NTU above natural conditions,AK DEC WQS,Turbidity,NA,AK_R_1030407_006,Stream,River,NTU,NA,125,39,5,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Toxics,Antimony,ANTIMONY,Dissolved,Human Health,Water and Aquatic Organisms,NA,14,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Freshwater,Toxics,Copper,COPPER,Dissolved,Human Health,Water and Aquatic Organisms,NA,1300,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Freshwater,Toxics,Nickel,NICKEL,Dissolved,Human Health,Water and Aquatic Organisms,NA,610,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,Human Health,Water and Aquatic Organisms,NA,170,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Freshwater,Toxics,Zinc,ZINC,Dissolved,Human Health,Water and Aquatic Organisms,NA,9100,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,14,14,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Freshwater,NA,NA,THALLIUM,Dissolved,Human Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,N/A,3,2
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Primary Contact Recreation,NA,NA,4,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Turbidity,Turbidity,TURBIDITY,NA,Primary Contact Recreation,NA,NA,5,NTU,Maximum,Not to exceed,24-hour average,"5 NTU above natural conditions, when natural turbidity is 50 NTU or less.",AK DEC WQS,Turbidity,NA,AK_R_1030407_006,Stream,River,NTU,NA,125,39,5,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Secondary Contact Recreation,NA,NA,4,mg/L,Minimum,10%,Daily average,NA,NA,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Turbidity,Turbidity,TURBIDITY,NA,Secondary Contact Recreation,NA,NA,10,NTU,Maximum,Not to exceed,24-hour average,May not exceed 10 NTU above natural conditions when natural turbidity is 50 NTU or less,AK DEC WQS,Turbidity,NA,AK_R_1030407_006,Stream,River,NTU,NA,125,39,5,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,3,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Water Supply,Aquaculture,NA,7,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Water Supply,Aquaculture,NA,110,%,Maximum,10%,Daily average,NA,AK DEQ SWQS,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater streams and rivers,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,Water Supply,"Drinking, Culinary, and Food Processing",NA,4,mg/L,Minimum,10%,Daily average,Does not apply to lakes below thermocline or groundwater,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,87,30,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Inorganic Substances,Sulfate,SULFATE,NA,Water Supply,"Drinking, Culinary, and Food Processing",NA,250,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Inorganic Substances,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,1000,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,107,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Inorganic Substances,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,Water Supply,Aquaculture,NA,1000,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,107,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Dissolved Inorganic Substances,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,Water Supply,"Drinking, Culinary, and Food Processing",NA,500,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,MG/L,NA,107,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Aluminum,ALUMINUM,Total Recoverable,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,TOTAL RECOVERABLE,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Toxics,Aluminum,ALUMINUM,Total Recoverable,Water Supply,"Drinking, Culinary, and Food Processing",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,TOTAL RECOVERABLE,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Freshwater,Toxics,Antimony,ANTIMONY,Dissolved,Water Supply,"Drinking, Culinary, and Food Processing",NA,6,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,Water Supply,"Drinking, Culinary, and Food Processing",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,Water Supply,Irrigation,NA,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,Water Supply,Stock Watering,NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Barium,BARIUM,Dissolved,Water Supply,"Drinking, Culinary, and Food Processing",NA,2000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Boron,BORON,Dissolved,Water Supply,Irrigation,NA,750,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,25,24,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,Water Supply,"Drinking, Culinary, and Food Processing",NA,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,6,6,4,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,No,3,5
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,Water Supply,Irrigation,NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,6,6,4,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,No,3,5
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,Water Supply,Stock Watering,NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,6,6,4,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,No,3,5
Freshwater,Toxics,Cobalt,COBALT,Dissolved,Water Supply,Irrigation,NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,39,35,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Copper,COPPER,Dissolved,Water Supply,Irrigation,NA,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Fluoride,FLUORIDE,Dissolved,Water Supply,"Drinking, Culinary, and Food Processing",NA,4000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Fluoride,FLUORIDE,Dissolved,Water Supply,Stock Watering,NA,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Iron,IRON,Dissolved,Water Supply,Irrigation,NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,38,34,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Lead,LEAD,Dissolved,Water Supply,Irrigation,NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,35,31,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Freshwater,Toxics,Lead,LEAD,Dissolved,Water Supply,Stock Watering,NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,NA,AK_R_1030407_006,Stream,River,UG/L,DISSOLVED,35,31,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
